Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 1838: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 4
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 4, 'true_label': 6, 'predicted': 7, 'sample_idx': 634}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 858}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1509}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 13, 'true_label': 16, 'predicted': 7, 'sample_idx': 1674}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
Epoch 11:
Train Loss = 0.0004, Train Accuracy = 100.00%
Val Loss = 0.0435, Val Accuracy = 98.25%
Saved best model at epoch 11
Epoch: 12, Batch: 0, Loss: 0.0003
Epoch: 12, Batch: 10, Loss: 0.0004
Epoch: 12, Batch: 20, Loss: 0.0003
Epoch: 12, Batch: 30, Loss: 0.0006

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 634: True label = 6, Predicted = 7
Sample 749: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1616: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1674: True label = 16, Predicted = 7
Sample 1815: True label = 18, Predicted = 8
Sample 1838: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 8
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 4, 'true_label': 6, 'predicted': 7, 'sample_idx': 634}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 16, 'sample_idx': 784}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 858}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1509}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1616}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 13, 'true_label': 16, 'predicted': 7, 'sample_idx': 1674}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
Epoch 12:
Train Loss = 0.0004, Train Accuracy = 100.00%
Val Loss = 0.0437, Val Accuracy = 98.10%
Epoch: 13, Batch: 0, Loss: 0.0004
Epoch: 13, Batch: 10, Loss: 0.0004
Epoch: 13, Batch: 20, Loss: 0.0003
Epoch: 13, Batch: 30, Loss: 0.0002

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 5
Sample 749: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 1491: True label = 14, Predicted = 15
Sample 1505: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1616: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1815: True label = 18, Predicted = 8
Sample 1823: True label = 18, Predicted = 4
Sample 1838: True label = 18, Predicted = 8
Sample 1842: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 8
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 16, 'sample_idx': 784}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 9, 'sample_idx': 858}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1491}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1616}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1823}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1842}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
Epoch 13:
Train Loss = 0.0003, Train Accuracy = 100.00%
Val Loss = 0.0431, Val Accuracy = 98.05%
Epoch: 14, Batch: 0, Loss: 0.0003
Epoch: 14, Batch: 10, Loss: 0.0004
Epoch: 14, Batch: 20, Loss: 0.0002
Epoch: 14, Batch: 30, Loss: 0.0004

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 5
Sample 749: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 866: True label = 8, Predicted = 18
Sample 1491: True label = 14, Predicted = 15
Sample 1505: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1672: True label = 16, Predicted = 17
Sample 1815: True label = 18, Predicted = 8
Sample 1838: True label = 18, Predicted = 8
Sample 1842: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 8
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 16, 'sample_idx': 784}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1491}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1842}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
Epoch 14:
Train Loss = 0.0004, Train Accuracy = 100.00%
Val Loss = 0.0431, Val Accuracy = 98.25%
Epoch: 15, Batch: 0, Loss: 0.0002
Epoch: 15, Batch: 10, Loss: 0.0002
Epoch: 15, Batch: 20, Loss: 0.0002
Epoch: 15, Batch: 30, Loss: 0.0003

Incorrect predictions:
Sample 120: True label = 1, Predicted = 2
Sample 184: True label = 1, Predicted = 2
Sample 337: True label = 3, Predicted = 2
Sample 366: True label = 3, Predicted = 19
Sample 373: True label = 3, Predicted = 19
Sample 375: True label = 3, Predicted = 2
Sample 395: True label = 3, Predicted = 2
Sample 417: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 5
Sample 714: True label = 7, Predicted = 6
Sample 749: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 808: True label = 8, Predicted = 18
Sample 827: True label = 8, Predicted = 18
Sample 830: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 18
Sample 866: True label = 8, Predicted = 18
Sample 1491: True label = 14, Predicted = 15
Sample 1505: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1616: True label = 16, Predicted = 17
Sample 1648: True label = 16, Predicted = 17
Sample 1650: True label = 16, Predicted = 17
Sample 1654: True label = 16, Predicted = 7
Sample 1656: True label = 16, Predicted = 17
Sample 1672: True label = 16, Predicted = 17
Sample 1815: True label = 18, Predicted = 8
Sample 1838: True label = 18, Predicted = 8
Sample 1850: True label = 18, Predicted = 4
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1890: True label = 18, Predicted = 8
Sample 1896: True label = 18, Predicted = 4
Sample 1899: True label = 18, Predicted = 8
[{'batch': 0, 'true_label': 1, 'predicted': 2, 'sample_idx': 120}, {'batch': 1, 'true_label': 1, 'predicted': 2, 'sample_idx': 184}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 337}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 366}, {'batch': 2, 'true_label': 3, 'predicted': 19, 'sample_idx': 373}, {'batch': 2, 'true_label': 3, 'predicted': 2, 'sample_idx': 375}, {'batch': 3, 'true_label': 3, 'predicted': 2, 'sample_idx': 395}, {'batch': 3, 'true_label': 4, 'predicted': 18, 'sample_idx': 417}, {'batch': 3, 'true_label': 4, 'predicted': 5, 'sample_idx': 470}, {'batch': 5, 'true_label': 7, 'predicted': 6, 'sample_idx': 714}, {'batch': 5, 'true_label': 7, 'predicted': 16, 'sample_idx': 749}, {'batch': 6, 'true_label': 7, 'predicted': 6, 'sample_idx': 790}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 808}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 827}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 830}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 839}, {'batch': 6, 'true_label': 8, 'predicted': 18, 'sample_idx': 866}, {'batch': 11, 'true_label': 14, 'predicted': 15, 'sample_idx': 1491}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1505}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1528}, {'batch': 11, 'true_label': 15, 'predicted': 14, 'sample_idx': 1531}, {'batch': 12, 'true_label': 15, 'predicted': 14, 'sample_idx': 1579}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1616}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1648}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1650}, {'batch': 12, 'true_label': 16, 'predicted': 7, 'sample_idx': 1654}, {'batch': 12, 'true_label': 16, 'predicted': 17, 'sample_idx': 1656}, {'batch': 13, 'true_label': 16, 'predicted': 17, 'sample_idx': 1672}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1815}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1838}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1850}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1881}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1882}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1890}, {'batch': 14, 'true_label': 18, 'predicted': 4, 'sample_idx': 1896}, {'batch': 14, 'true_label': 18, 'predicted': 8, 'sample_idx': 1899}]
